,climate_migration_displaced,climate_migration_dead,simple_migration,pop_dens_mean,energy_mean,fitness_mean
0,258.5393515510934,38.0918886545219,0,0.3246372600078452,0.8033651140229068,0.4345085240585391
1,127.74053338418402,79.33188488061562,0,0.2479675264546493,1.1497205216626376,0.3396285661392785
2,321.1345805035626,44.79708155642811,0,0.20510080505225425,1.029917955307419,0.2753298122195524
3,267.3104199698527,65.102583503434,0,0.2524380484766146,0.8610818401050767,0.2299002420232227
4,279.5864413699358,37.8446850026935,0,0.1972180869693845,0.8073695578799939,0.18757346338761546
5,565.243117777804,35.798293886457074,0,0.16290034508501444,0.6464182813526421,0.16832845947583833
6,351.9647393205435,33.59945500804612,0,0.18786539533256758,0.5486954587126895,0.1554048564057689
7,362.51484893747664,17.56150517626724,0,0.2089520427485314,0.5214733426797438,0.1441400320468609
8,487.6344033530832,26.355266657259683,0,0.16561817660999892,0.48226315488665833,0.13747775081007335
9,354.69688089666334,24.07197521443439,0,0.15185449328430892,0.40637673956467074,0.13928512399677093
10,394.70063184699933,18.36706341401342,0,0.1839947541153398,0.3999746666075294,0.14132701030854863
11,351.8948929834303,19.924322935213503,0,0.17857245708956168,0.4048314125206297,0.14075685962038012
12,321.1644375626599,20.637274147599953,0,0.14995858685101282,0.38419988894245194,0.14397705355894974
13,393.5155648192343,20.368196984545804,0,0.15213140343369458,0.35706597539519525,0.14957814972619435
14,467.23419537963434,27.51966918408391,0,0.18686412807045383,0.3801786162142286,0.15341699544654874
15,390.330116315833,19.72097727922821,0,0.16799986578842419,0.40238256247185966,0.15359413170596437
16,379.6440599672524,20.05681105498343,0,0.148958674880535,0.3804235408820055,0.15801022545138202
17,418.59328456043374,21.036666633844476,0,0.15986886143134132,0.36548309198706475,0.1625835611896577
18,458.1655278984133,23.685645017811776,0,0.19006425189481996,0.39212040633922246,0.16486895500080656
19,496.9847970891361,22.945288962448878,0,0.16510736675867915,0.41501667598635783,0.16411650089398996
20,376.38287331744317,20.997537225121945,0,0.1526833203088125,0.38764830429577274,0.16658053122224206
21,471.4321084390329,24.29972493298341,0,0.17425850362585726,0.38233497290018664,0.17069242780058116
22,409.54426912215627,26.206331505671617,0,0.193707141372726,0.40977124825723443,0.1700779711709903
23,503.13403645373234,28.76492240468443,0,0.16043376258782632,0.41738933486330165,0.16954585819885867
24,425.29310420043646,22.602648088000812,0,0.155037408912694,0.3902487502765447,0.17231306644464617
