,climate_migration_displaced,climate_migration_dead,simple_migration,pop_dens_mean,energy_mean,fitness_mean
0,282.1080864421623,29.691858391227875,0,0.32752820194257537,0.6992861623826714,0.41613728975148984
1,150.38880339969856,66.40966917403782,0,0.2696746618463355,0.8930568340220505,0.3168207688630556
2,143.70263885549187,83.49958810972477,0,0.2307958508387967,0.9439958412064609,0.2269548611589546
3,226.2684951625452,55.552913754187436,0,0.18927255192597559,0.8230245629141509,0.1677915801763419
4,293.1554636135159,37.46455760811787,0,0.1889092195209699,0.6790681039981502,0.12699247489852675
5,273.9233568548959,24.039695821890675,0,0.18970138774575623,0.5488475546301715,0.09805945910078867
6,437.78585815928744,17.72301622920611,0,0.19028862297454588,0.45336734558547026,0.07724298346292233
7,494.843072458595,16.983920808044772,0,0.19214225790401396,0.37452032440298205,0.06300300477712387
8,416.19431486311447,9.852836813967107,0,0.1694365184249563,0.3081522155749777,0.05370977709151834
9,528.1271253483054,12.587633185824878,0,0.16114291211029708,0.2676534524802528,0.04715333025935458
10,533.909157723004,11.368063182777647,0,0.14003889666969488,0.2326144667193297,0.043851963099185966
11,480.213475177622,10.45223635164944,0,0.13293092806097387,0.20621207055835958,0.041033463598402056
12,411.5232170252802,7.804323894383474,0,0.12343695631788057,0.18250710550449867,0.04011368376972583
13,409.95520464979876,7.953253622186354,0,0.11814918089340648,0.16618211990671705,0.04007773876730021
14,382.6400110096881,9.91236609491062,0,0.11382540543055503,0.1545679765665643,0.04040250557574866
15,443.96764041342993,11.948284698088338,0,0.11089544378108786,0.14920131658492056,0.04153759642728602
16,235.01163534133934,4.740433601800996,0,0.10556186050755395,0.13015279256597423,0.04315373075054714
17,228.9047120987959,3.9640650601612624,0,0.10566722413481627,0.12283278082231644,0.044466000279092414
18,248.7021289792741,4.655195127215154,0,0.10362175799742039,0.11865546074798632,0.0461037031350138
19,213.8504839087026,4.012403673863949,0,0.10154421325264518,0.11366133572204917,0.04751469563481795
20,301.23236951273583,6.08469423649036,0,0.10349964589911895,0.11682269677885104,0.049065102638116746
21,225.80586112520714,5.704479913803863,0,0.10194012314668535,0.11251450351112649,0.05100676301877738
22,315.2349805643411,5.346036743465683,0,0.09941464927946103,0.116621739724312,0.05247751853681682
23,311.3189765254674,5.7412086935799325,0,0.10509521902983869,0.11860973724355217,0.0538582335172274
24,357.5844619091776,7.412030283806806,0,0.10312057107032599,0.12251624109180893,0.05561779757921502
25,461.044378487976,9.943669872676686,0,0.10355889737319579,0.13022343256984759,0.05743781659535809
26,267.3064571778363,4.971815519241595,0,0.10699180485211612,0.12328672135854792,0.05892932967335446
27,224.16191104363153,5.26670568310907,0,0.10611931191444324,0.11862046564118275,0.060486593820401655
28,408.74781074474004,7.953708156256853,0,0.10811040784940847,0.1286082805437528,0.062117201251535525
29,250.1063407651037,6.009311445877092,0,0.1084469567692538,0.12290711359864515,0.06364635526097893
